Fiscal Year,District,Rank,Years,I,II,III
2020 - 2021,061 Breathitt County,IV,32.00,32855,0,0
2020 - 2021,061 Breathitt County,IV,33.00,32855,0,0
2020 - 2021,061 Breathitt County,IV,34.00,32855,0,0
2020 - 2021,061 Breathitt County,IV,35.00,32855,0,0
2020 - 2021,061 Breathitt County,IV,36.00,32855,0,0
2020 - 2021,061 Breathitt County,IV,37.00,32855,0,0
2020 - 2021,061 Breathitt County,IV,38.00,32855,0,0
2020 - 2021,061 Breathitt County,IV,39.00,32855,0,0
2020 - 2021,061 Breathitt County,IV,40.00,32855,0,0
2020 - 2021,061 Breathitt County,V,0.00,30637,0,0
2020 - 2021,061 Breathitt County,V,1.00,30637,0,0
2020 - 2021,061 Breathitt County,V,2.00,30637,0,0
2020 - 2021,061 Breathitt County,V,3.00,30637,0,0
2020 - 2021,061 Breathitt County,V,4.00,30637,0,0
2020 - 2021,061 Breathitt County,V,5.00,30637,0,0
2020 - 2021,061 Breathitt County,V,6.00,30637,0,0
2020 - 2021,061 Breathitt County,V,7.00,30637,0,0
2020 - 2021,061 Breathitt County,V,8.00,30637,0,0
2020 - 2021,061 Breathitt County,V,9.00,30637,0,0
2020 - 2021,061 Breathitt County,V,10.00,30637,0,0
2020 - 2021,061 Breathitt County,V,11.00,30637,0,0
2020 - 2021,061 Breathitt County,V,12.00,30637,0,0
2020 - 2021,061 Breathitt County,V,13.00,30637,0,0
2020 - 2021,061 Breathitt County,V,14.00,30637,0,0
2020 - 2021,061 Breathitt County,V,15.00,30637,0,0
2020 - 2021,061 Breathitt County,V,16.00,30637,0,0
2020 - 2021,061 Breathitt County,V,17.00,30637,0,0
2020 - 2021,061 Breathitt County,V,18.00,30637,0,0
2020 - 2021,061 Breathitt County,V,19.00,30637,0,0
2020 - 2021,061 Breathitt County,V,20.00,30637,0,0
2020 - 2021,061 Breathitt County,V,21.00,30637,0,0
2020 - 2021,061 Breathitt County,V,22.00,30637,0,0
2020 - 2021,061 Breathitt County,V,23.00,30637,0,0
2020 - 2021,061 Breathitt County,V,24.00,30637,0,0
2020 - 2021,061 Breathitt County,V,25.00,30637,0,0
2020 - 2021,061 Breathitt County,V,26.00,30637,0,0
2020 - 2021,061 Breathitt County,V,27.00,30637,0,0
2020 - 2021,061 Breathitt County,V,28.00,30637,0,0
2020 - 2021,061 Breathitt County,V,29.00,30637,0,0
2020 - 2021,061 Breathitt County,V,30.00,30637,0,0
2020 - 2021,061 Breathitt County,V,31.00,30637,0,0
2020 - 2021,061 Breathitt County,V,32.00,30637,0,0
2020 - 2021,061 Breathitt County,V,33.00,30637,0,0
2020 - 2021,061 Breathitt County,V,34.00,30637,0,0
2020 - 2021,061 Breathitt County,V,35.00,30637,0,0
2020 - 2021,061 Breathitt County,V,36.00,30637,0,0
2020 - 2021,061 Breathitt County,V,37.00,30637,0,0
2020 - 2021,061 Breathitt County,V,38.00,30637,0,0
2020 - 2021,061 Breathitt County,V,39.00,30637,0,0
2020 - 2021,061 Breathitt County,V,40.00,30637,0,0
2020 - 2021,065 Breckinridge County,I,0.00,47420,0,0
2020 - 2021,065 Breckinridge County,I,1.00,47504,0,0
2020 - 2021,065 Breckinridge County,I,2.00,47596,0,0
2020 - 2021,065 Breckinridge County,I,3.00,47676,0,0
2020 - 2021,065 Breckinridge County,I,4.00,49862,0,0
2020 - 2021,065 Breckinridge County,I,5.00,50141,0,0
2020 - 2021,065 Breckinridge County,I,6.00,50293,0,0
2020 - 2021,065 Breckinridge County,I,7.00,50645,0,0
2020 - 2021,065 Breckinridge County,I,8.00,51995,0,0
2020 - 2021,065 Breckinridge County,I,9.00,52016,0,0
2020 - 2021,065 Breckinridge County,I,10.00,55419,0,0
2020 - 2021,065 Breckinridge County,I,11.00,55471,0,0
2020 - 2021,065 Breckinridge County,I,12.00,55554,0,0
2020 - 2021,065 Breckinridge County,I,13.00,55638,0,0
2020 - 2021,065 Breckinridge County,I,14.00,55936,0,0
2020 - 2021,065 Breckinridge County,I,15.00,58782,0,0
2020 - 2021,065 Breckinridge County,I,16.00,58790,0,0
2020 - 2021,065 Breckinridge County,I,17.00,58818,0,0
2020 - 2021,065 Breckinridge County,I,18.00,59257,0,0
2020 - 2021,065 Breckinridge County,I,19.00,59306,0,0
2020 - 2021,065 Breckinridge County,I,20.00,60986,0,0
2020 - 2021,065 Breckinridge County,I,21.00,61243,0,0
2020 - 2021,065 Breckinridge County,I,22.00,61503,0,0
2020 - 2021,065 Breckinridge County,I,23.00,61762,0,0
2020 - 2021,065 Breckinridge County,I,24.00,62022,0,0
2020 - 2021,065 Breckinridge County,I,25.00,62283,0,0
2020 - 2021,065 Breckinridge County,I,26.00,62540,0,0
2020 - 2021,065 Breckinridge County,I,27.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,28.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,29.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,30.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,31.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,32.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,33.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,34.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,35.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,36.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,37.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,38.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,39.00,62802,0,0
2020 - 2021,065 Breckinridge County,I,40.00,62802,0,0
2020 - 2021,065 Breckinridge County,II,0.00,43158,0,0
2020 - 2021,065 Breckinridge County,II,1.00,43241,0,0
2020 - 2021,065 Breckinridge County,II,2.00,43331,0,0
2020 - 2021,065 Breckinridge County,II,3.00,43549,0,0
2020 - 2021,065 Breckinridge County,II,4.00,45576,0,0
2020 - 2021,065 Breckinridge County,II,5.00,45662,0,0
2020 - 2021,065 Breckinridge County,II,6.00,45753,0,0
2020 - 2021,065 Breckinridge County,II,7.00,45977,0,0
2020 - 2021,065 Breckinridge County,II,8.00,47175,0,0
2020 - 2021,065 Breckinridge County,II,9.00,48136,0,0
2020 - 2021,065 Breckinridge County,II,10.00,51103,0,0
2020 - 2021,065 Breckinridge County,II,11.00,51207,0,0
2020 - 2021,065 Breckinridge County,II,12.00,51291,0,0
2020 - 2021,065 Breckinridge County,II,13.00,51525,0,0
2020 - 2021,065 Breckinridge County,II,14.00,52387,0,0
2020 - 2021,065 Breckinridge County,II,15.00,54153,0,0
2020 - 2021,065 Breckinridge County,II,16.00,54156,0,0
2020 - 2021,065 Breckinridge County,II,17.00,54163,0,0
2020 - 2021,065 Breckinridge County,II,18.00,54662,0,0
2020 - 2021,065 Breckinridge County,II,19.00,54776,0,0
2020 - 2021,065 Breckinridge County,II,20.00,55635,0,0
2020 - 2021,065 Breckinridge County,II,21.00,55895,0,0
2020 - 2021,065 Breckinridge County,II,22.00,56154,0,0
2020 - 2021,065 Breckinridge County,II,23.00,56414,0,0
2020 - 2021,065 Breckinridge County,II,24.00,56674,0,0
2020 - 2021,065 Breckinridge County,II,25.00,56932,0,0
2020 - 2021,065 Breckinridge County,II,26.00,57191,0,0
2020 - 2021,065 Breckinridge County,II,27.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,28.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,29.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,30.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,31.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,32.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,33.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,34.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,35.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,36.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,37.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,38.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,39.00,57452,0,0
2020 - 2021,065 Breckinridge County,II,40.00,57452,0,0
2020 - 2021,065 Breckinridge County,III,0.00,38828,0,0
2020 - 2021,065 Breckinridge County,III,1.00,38945,0,0
2020 - 2021,065 Breckinridge County,III,2.00,39353,0,0
2020 - 2021,065 Breckinridge County,III,3.00,39795,0,0
2020 - 2021,065 Breckinridge County,III,4.00,41313,0,0
2020 - 2021,065 Breckinridge County,III,5.00,41348,0,0
2020 - 2021,065 Breckinridge County,III,6.00,41386,0,0
2020 - 2021,065 Breckinridge County,III,7.00,41418,0,0
2020 - 2021,065 Breckinridge County,III,8.00,44210,0,0
2020 - 2021,065 Breckinridge County,III,9.00,45111,0,0
2020 - 2021,065 Breckinridge County,III,10.00,46788,0,0
2020 - 2021,065 Breckinridge County,III,11.00,46788,0,0
2020 - 2021,065 Breckinridge County,III,12.00,46788,0,0
2020 - 2021,065 Breckinridge County,III,13.00,46788,0,0
2020 - 2021,065 Breckinridge County,III,14.00,46788,0,0
2020 - 2021,065 Breckinridge County,III,15.00,48426,0,0
2020 - 2021,065 Breckinridge County,III,16.00,48426,0,0
2020 - 2021,065 Breckinridge County,III,17.00,48426,0,0
2020 - 2021,065 Breckinridge County,III,18.00,48426,0,0
2020 - 2021,065 Breckinridge County,III,19.00,48426,0,0
2020 - 2021,065 Breckinridge County,III,20.00,51019,0,0
2020 - 2021,065 Breckinridge County,III,21.00,51279,0,0
2020 - 2021,065 Breckinridge County,III,22.00,51538,0,0
2020 - 2021,065 Breckinridge County,III,23.00,51798,0,0
2020 - 2021,065 Breckinridge County,III,24.00,52056,0,0
2020 - 2021,065 Breckinridge County,III,25.00,52317,0,0
2020 - 2021,065 Breckinridge County,III,26.00,52575,0,0
2020 - 2021,065 Breckinridge County,III,27.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,28.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,29.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,30.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,31.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,32.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,33.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,34.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,35.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,36.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,37.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,38.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,39.00,52836,0,0
2020 - 2021,065 Breckinridge County,III,40.00,52836,0,0
2020 - 2021,065 Breckinridge County,IV,0.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,1.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,2.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,3.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,4.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,5.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,6.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,7.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,8.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,9.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,10.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,11.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,12.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,13.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,14.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,15.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,16.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,17.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,18.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,19.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,20.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,21.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,22.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,23.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,24.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,25.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,26.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,27.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,28.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,29.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,30.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,31.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,32.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,33.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,34.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,35.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,36.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,37.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,38.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,39.00,27892,0,0
2020 - 2021,065 Breckinridge County,IV,40.00,27892,0,0
2020 - 2021,065 Breckinridge County,V,0.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,1.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,2.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,3.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,4.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,5.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,6.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,7.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,8.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,9.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,10.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,11.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,12.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,13.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,14.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,15.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,16.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,17.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,18.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,19.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,20.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,21.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,22.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,23.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,24.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,25.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,26.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,27.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,28.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,29.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,30.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,31.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,32.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,33.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,34.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,35.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,36.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,37.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,38.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,39.00,26077,0,0
2020 - 2021,065 Breckinridge County,V,40.00,26077,0,0
2020 - 2021,071 Bullitt County,I,0.00,49652,0,0
2020 - 2021,071 Bullitt County,I,1.00,50421,0,0
2020 - 2021,071 Bullitt County,I,2.00,51388,0,0
2020 - 2021,071 Bullitt County,I,3.00,52365,0,0
2020 - 2021,071 Bullitt County,I,4.00,54351,0,0
2020 - 2021,071 Bullitt County,I,5.00,54717,0,0
2020 - 2021,071 Bullitt County,I,6.00,55711,0,0
2020 - 2021,071 Bullitt County,I,7.00,56713,0,0
2020 - 2021,071 Bullitt County,I,8.00,57706,0,0
2020 - 2021,071 Bullitt County,I,9.00,58703,0,0
2020 - 2021,071 Bullitt County,I,10.00,60590,0,0
2020 - 2021,071 Bullitt County,I,11.00,61126,0,0
2020 - 2021,071 Bullitt County,I,12.00,62117,0,0
2020 - 2021,071 Bullitt County,I,13.00,63116,0,0
2020 - 2021,071 Bullitt County,I,14.00,64114,0,0
2020 - 2021,071 Bullitt County,I,15.00,65536,0,0
2020 - 2021,071 Bullitt County,I,16.00,66533,0,0
2020 - 2021,071 Bullitt County,I,17.00,67532,0,0
2020 - 2021,071 Bullitt County,I,18.00,68529,0,0
2020 - 2021,071 Bullitt County,I,19.00,69524,0,0
2020 - 2021,071 Bullitt County,I,20.00,70945,0,0
2020 - 2021,071 Bullitt County,I,21.00,71944,0,0
2020 - 2021,071 Bullitt County,I,22.00,73381,0,0
2020 - 2021,071 Bullitt County,I,23.00,73381,0,0
2020 - 2021,071 Bullitt County,I,24.00,73381,0,0
2020 - 2021,071 Bullitt County,I,25.00,73381,0,0
2020 - 2021,071 Bullitt County,I,26.00,73381,0,0
2020 - 2021,071 Bullitt County,I,27.00,73381,0,0
2020 - 2021,071 Bullitt County,I,28.00,73381,0,0
2020 - 2021,071 Bullitt County,I,29.00,73381,0,0
2020 - 2021,071 Bullitt County,I,30.00,73381,0,0
2020 - 2021,071 Bullitt County,I,31.00,73381,0,0
2020 - 2021,071 Bullitt County,I,32.00,73381,0,0
2020 - 2021,071 Bullitt County,I,33.00,73381,0,0
2020 - 2021,071 Bullitt County,I,34.00,73381,0,0
2020 - 2021,071 Bullitt County,I,35.00,73381,0,0
2020 - 2021,071 Bullitt County,I,36.00,73381,0,0
2020 - 2021,071 Bullitt County,I,37.00,73381,0,0
2020 - 2021,071 Bullitt County,I,38.00,73381,0,0
2020 - 2021,071 Bullitt County,I,39.00,73381,0,0
2020 - 2021,071 Bullitt County,I,40.00,73381,0,0
2020 - 2021,071 Bullitt County,II,0.00,44986,"45,537.00",0
2020 - 2021,071 Bullitt County,II,1.00,45737,"46,384.00",0
2020 - 2021,071 Bullitt County,II,2.00,46689,"47,334.00",0
2020 - 2021,071 Bullitt County,II,3.00,47635,"48,282.00",0
2020 - 2021,071 Bullitt County,II,4.00,49652,"50,215.00",0
2020 - 2021,071 Bullitt County,II,5.00,49946,"50,596.00",0
2020 - 2021,071 Bullitt County,II,6.00,50896,"51,548.00",0
2020 - 2021,071 Bullitt County,II,7.00,51848,"52,493.00",0
2020 - 2021,071 Bullitt County,II,8.00,52795,"53,443.00",0
2020 - 2021,071 Bullitt County,II,9.00,53750,"54,399.00",0
2020 - 2021,071 Bullitt County,II,10.00,55735,"56,307.00",0
2020 - 2021,071 Bullitt County,II,11.00,56089,"56,756.00",0
2020 - 2021,071 Bullitt County,II,12.00,57064,"57,732.00",0
2020 - 2021,071 Bullitt County,II,13.00,58044,"58,708.00",0
2020 - 2021,071 Bullitt County,II,14.00,59018,"59,680.00",0
2020 - 2021,071 Bullitt County,II,15.00,60415,"61,079.00",0
2020 - 2021,071 Bullitt County,II,16.00,61396,"62,057.00",0
2020 - 2021,071 Bullitt County,II,17.00,62371,"63,030.00",0
2020 - 2021,071 Bullitt County,II,18.00,63340,"64,007.00",0
2020 - 2021,071 Bullitt County,II,19.00,64317,"64,984.00",0
2020 - 2021,071 Bullitt County,II,20.00,65296,"65,959.00",0
2020 - 2021,071 Bullitt County,II,21.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,22.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,23.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,24.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,25.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,26.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,27.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,28.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,29.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,30.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,31.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,32.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,33.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,34.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,35.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,36.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,37.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,38.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,39.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,II,40.00,66604,"67,279.00",0
2020 - 2021,071 Bullitt County,III,0.00,40237,"40,794.00",0
2020 - 2021,071 Bullitt County,III,1.00,41031,"41,679.00",0
2020 - 2021,071 Bullitt County,III,2.00,41968,"42,616.00",0
2020 - 2021,071 Bullitt County,III,3.00,42911,"43,556.00",0
2020 - 2021,071 Bullitt County,III,4.00,44986,"45,537.00",0
2020 - 2021,071 Bullitt County,III,5.00,45198,"45,844.00",0
2020 - 2021,071 Bullitt County,III,6.00,46138,"46,783.00",0
2020 - 2021,071 Bullitt County,III,7.00,47077,"47,720.00",0
2020 - 2021,071 Bullitt County,III,8.00,48013,"48,661.00",0
2020 - 2021,071 Bullitt County,III,9.00,48956,"49,603.00",0
2020 - 2021,071 Bullitt County,III,10.00,50985,"51,541.00",0
2020 - 2021,071 Bullitt County,III,11.00,51244,"51,890.00",0
2020 - 2021,071 Bullitt County,III,12.00,52187,"52,833.00",0
2020 - 2021,071 Bullitt County,III,13.00,53124,"53,767.00",0
2020 - 2021,071 Bullitt County,III,14.00,54060,"54,709.00",0
2020 - 2021,071 Bullitt County,III,15.00,55426,"56,090.00",0
2020 - 2021,071 Bullitt County,III,16.00,56392,"57,058.00",0
2020 - 2021,071 Bullitt County,III,17.00,57357,"58,023.00",0
2020 - 2021,071 Bullitt County,III,18.00,58322,"58,988.00",0
2020 - 2021,071 Bullitt County,III,19.00,59285,"59,949.00",0
2020 - 2021,071 Bullitt County,III,20.00,60249,"60,910.00",0
2020 - 2021,071 Bullitt County,III,21.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,22.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,23.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,24.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,25.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,26.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,27.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,28.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,29.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,30.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,31.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,32.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,33.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,34.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,35.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,36.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,37.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,38.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,39.00,61453,"62,128.00",0
2020 - 2021,071 Bullitt County,III,40.00,61453,"62,128.00",0
