Fiscal Year,District,Rank,Years,I,II,III
2021 - 2022,006 Anchorage Independent,III,21,68715,69288,0
2021 - 2022,006 Anchorage Independent,III,22,70050,70431,0
2021 - 2022,006 Anchorage Independent,III,23,71388,71576,0
2021 - 2022,006 Anchorage Independent,III,24,72723,73104,0
2021 - 2022,006 Anchorage Independent,III,25,74060,74252,0
2021 - 2022,006 Anchorage Independent,III,26,75398,75586,0
2021 - 2022,006 Anchorage Independent,III,27,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,28,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,29,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,30,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,31,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,32,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,33,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,34,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,35,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,36,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,37,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,38,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,39,76159,76351,0
2021 - 2022,006 Anchorage Independent,III,40,76159,76351,0
2021 - 2022,006 Anchorage Independent,IV,0,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,1,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,2,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,3,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,4,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,5,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,6,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,7,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,8,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,9,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,10,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,11,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,12,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,13,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,14,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,15,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,16,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,17,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,18,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,19,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,20,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,21,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,22,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,23,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,24,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,25,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,26,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,27,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,28,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,29,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,30,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,31,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,32,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,33,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,34,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,35,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,36,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,37,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,38,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,39,34524,0,0
2021 - 2022,006 Anchorage Independent,IV,40,34524,0,0
2021 - 2022,006 Anchorage Independent,V,0,32312,0,0
2021 - 2022,006 Anchorage Independent,V,1,32312,0,0
2021 - 2022,006 Anchorage Independent,V,2,32312,0,0
2021 - 2022,006 Anchorage Independent,V,3,32312,0,0
2021 - 2022,006 Anchorage Independent,V,4,32312,0,0
2021 - 2022,006 Anchorage Independent,V,5,32312,0,0
2021 - 2022,006 Anchorage Independent,V,6,32312,0,0
2021 - 2022,006 Anchorage Independent,V,7,32312,0,0
2021 - 2022,006 Anchorage Independent,V,8,32312,0,0
2021 - 2022,006 Anchorage Independent,V,9,32312,0,0
2021 - 2022,006 Anchorage Independent,V,10,32312,0,0
2021 - 2022,006 Anchorage Independent,V,11,32312,0,0
2021 - 2022,006 Anchorage Independent,V,12,32312,0,0
2021 - 2022,006 Anchorage Independent,V,13,32312,0,0
2021 - 2022,006 Anchorage Independent,V,14,32312,0,0
2021 - 2022,006 Anchorage Independent,V,15,32312,0,0
2021 - 2022,006 Anchorage Independent,V,16,32312,0,0
2021 - 2022,006 Anchorage Independent,V,17,32312,0,0
2021 - 2022,006 Anchorage Independent,V,18,32312,0,0
2021 - 2022,006 Anchorage Independent,V,19,32312,0,0
2021 - 2022,006 Anchorage Independent,V,20,32312,0,0
2021 - 2022,006 Anchorage Independent,V,21,32312,0,0
2021 - 2022,006 Anchorage Independent,V,22,32312,0,0
2021 - 2022,006 Anchorage Independent,V,23,32312,0,0
2021 - 2022,006 Anchorage Independent,V,24,32312,0,0
2021 - 2022,006 Anchorage Independent,V,25,32312,0,0
2021 - 2022,006 Anchorage Independent,V,26,32312,0,0
2021 - 2022,006 Anchorage Independent,V,27,32312,0,0
2021 - 2022,006 Anchorage Independent,V,28,32312,0,0
2021 - 2022,006 Anchorage Independent,V,29,32312,0,0
2021 - 2022,006 Anchorage Independent,V,30,32312,0,0
2021 - 2022,006 Anchorage Independent,V,31,32312,0,0
2021 - 2022,006 Anchorage Independent,V,32,32312,0,0
2021 - 2022,006 Anchorage Independent,V,33,32312,0,0
2021 - 2022,006 Anchorage Independent,V,34,32312,0,0
2021 - 2022,006 Anchorage Independent,V,35,32312,0,0
2021 - 2022,006 Anchorage Independent,V,36,32312,0,0
2021 - 2022,006 Anchorage Independent,V,37,32312,0,0
2021 - 2022,006 Anchorage Independent,V,38,32312,0,0
2021 - 2022,006 Anchorage Independent,V,39,32312,0,0
2021 - 2022,006 Anchorage Independent,V,40,32312,0,0
2021 - 2022,011 Anderson County,I,0,45320,49086,0
2021 - 2022,011 Anderson County,I,1,46194,49890,0
2021 - 2022,011 Anderson County,I,2,47067,50695,0
2021 - 2022,011 Anderson County,I,3,47941,51500,0
2021 - 2022,011 Anderson County,I,4,48813,52305,0
2021 - 2022,011 Anderson County,I,5,49687,53107,0
2021 - 2022,011 Anderson County,I,6,50561,53914,0
2021 - 2022,011 Anderson County,I,7,51432,54718,0
2021 - 2022,011 Anderson County,I,8,52307,55522,0
2021 - 2022,011 Anderson County,I,9,53179,56326,0
2021 - 2022,011 Anderson County,I,10,54052,57132,0
2021 - 2022,011 Anderson County,I,11,54926,57935,0
2021 - 2022,011 Anderson County,I,12,55798,58793,0
2021 - 2022,011 Anderson County,I,13,56673,60187,0
2021 - 2022,011 Anderson County,I,14,57547,60647,0
2021 - 2022,011 Anderson County,I,15,58419,61153,0
2021 - 2022,011 Anderson County,I,16,59291,61956,0
2021 - 2022,011 Anderson County,I,17,60165,62761,0
2021 - 2022,011 Anderson County,I,18,61038,63566,0
2021 - 2022,011 Anderson County,I,19,61912,64370,0
2021 - 2022,011 Anderson County,I,20,62783,65174,0
2021 - 2022,011 Anderson County,I,21,63658,65980,0
2021 - 2022,011 Anderson County,I,22,64531,66784,0
2021 - 2022,011 Anderson County,I,23,65405,67589,0
2021 - 2022,011 Anderson County,I,24,66277,68392,0
2021 - 2022,011 Anderson County,I,25,67150,69197,0
2021 - 2022,011 Anderson County,I,26,68024,70001,0
2021 - 2022,011 Anderson County,I,27,68897,70806,0
2021 - 2022,011 Anderson County,I,28,69769,71611,0
2021 - 2022,011 Anderson County,I,29,70643,72416,0
2021 - 2022,011 Anderson County,I,30,71515,73221,0
2021 - 2022,011 Anderson County,I,31,71515,73221,0
2021 - 2022,011 Anderson County,I,32,72391,74024,0
2021 - 2022,011 Anderson County,I,33,72391,74024,0
2021 - 2022,011 Anderson County,I,34,72391,74024,0
2021 - 2022,011 Anderson County,I,35,72391,74024,0
2021 - 2022,011 Anderson County,I,36,72391,74024,0
2021 - 2022,011 Anderson County,I,37,72391,74024,0
2021 - 2022,011 Anderson County,I,38,72391,74024,0
2021 - 2022,011 Anderson County,I,39,72391,74024,0
2021 - 2022,011 Anderson County,I,40,72391,74024,0
2021 - 2022,011 Anderson County,II,0,41491,0,0
2021 - 2022,011 Anderson County,II,1,42250,0,0
2021 - 2022,011 Anderson County,II,2,43011,0,0
2021 - 2022,011 Anderson County,II,3,43772,0,0
2021 - 2022,011 Anderson County,II,4,44532,0,0
2021 - 2022,011 Anderson County,II,5,45292,0,0
2021 - 2022,011 Anderson County,II,6,46053,0,0
2021 - 2022,011 Anderson County,II,7,46814,0,0
2021 - 2022,011 Anderson County,II,8,47574,0,0
2021 - 2022,011 Anderson County,II,9,48335,0,0
2021 - 2022,011 Anderson County,II,10,49096,0,0
2021 - 2022,011 Anderson County,II,11,49856,0,0
2021 - 2022,011 Anderson County,II,12,50615,0,0
2021 - 2022,011 Anderson County,II,13,51378,0,0
2021 - 2022,011 Anderson County,II,14,52137,0,0
2021 - 2022,011 Anderson County,II,15,52898,0,0
2021 - 2022,011 Anderson County,II,16,53659,0,0
2021 - 2022,011 Anderson County,II,17,54419,0,0
2021 - 2022,011 Anderson County,II,18,55179,0,0
2021 - 2022,011 Anderson County,II,19,55940,0,0
2021 - 2022,011 Anderson County,II,20,56699,0,0
2021 - 2022,011 Anderson County,II,21,57461,0,0
2021 - 2022,011 Anderson County,II,22,58222,0,0
2021 - 2022,011 Anderson County,II,23,58982,0,0
2021 - 2022,011 Anderson County,II,24,59742,0,0
2021 - 2022,011 Anderson County,II,25,60502,0,0
2021 - 2022,011 Anderson County,II,26,61265,0,0
2021 - 2022,011 Anderson County,II,27,62024,0,0
2021 - 2022,011 Anderson County,II,28,62783,0,0
2021 - 2022,011 Anderson County,II,29,63546,0,0
2021 - 2022,011 Anderson County,II,30,64306,0,0
2021 - 2022,011 Anderson County,II,31,64306,0,0
2021 - 2022,011 Anderson County,II,32,65067,0,0
2021 - 2022,011 Anderson County,II,33,65067,0,0
2021 - 2022,011 Anderson County,II,34,65067,0,0
2021 - 2022,011 Anderson County,II,35,65067,0,0
2021 - 2022,011 Anderson County,II,36,65067,0,0
2021 - 2022,011 Anderson County,II,37,65067,0,0
2021 - 2022,011 Anderson County,II,38,65067,0,0
2021 - 2022,011 Anderson County,II,39,65067,0,0
2021 - 2022,011 Anderson County,II,40,65067,0,0
2021 - 2022,011 Anderson County,III,0,37659,0,0
2021 - 2022,011 Anderson County,III,1,38307,0,0
2021 - 2022,011 Anderson County,III,2,38956,0,0
2021 - 2022,011 Anderson County,III,3,39603,0,0
2021 - 2022,011 Anderson County,III,4,40252,0,0
2021 - 2022,011 Anderson County,III,5,40899,0,0
2021 - 2022,011 Anderson County,III,6,41545,0,0
2021 - 2022,011 Anderson County,III,7,42195,0,0
2021 - 2022,011 Anderson County,III,8,42842,0,0
2021 - 2022,011 Anderson County,III,9,43490,0,0
2021 - 2022,011 Anderson County,III,10,44138,0,0
2021 - 2022,011 Anderson County,III,11,44785,0,0
2021 - 2022,011 Anderson County,III,12,45433,0,0
2021 - 2022,011 Anderson County,III,13,46081,0,0
2021 - 2022,011 Anderson County,III,14,46730,0,0
2021 - 2022,011 Anderson County,III,15,47377,0,0
2021 - 2022,011 Anderson County,III,16,48026,0,0
2021 - 2022,011 Anderson County,III,17,48672,0,0
2021 - 2022,011 Anderson County,III,18,49320,0,0
2021 - 2022,011 Anderson County,III,19,49969,0,0
2021 - 2022,011 Anderson County,III,20,50615,0,0
2021 - 2022,011 Anderson County,III,21,51266,0,0
2021 - 2022,011 Anderson County,III,22,51913,0,0
2021 - 2022,011 Anderson County,III,23,52559,0,0
2021 - 2022,011 Anderson County,III,24,53207,0,0
2021 - 2022,011 Anderson County,III,25,53856,0,0
2021 - 2022,011 Anderson County,III,26,54504,0,0
2021 - 2022,011 Anderson County,III,27,55152,0,0
2021 - 2022,011 Anderson County,III,28,55798,0,0
2021 - 2022,011 Anderson County,III,29,56446,0,0
2021 - 2022,011 Anderson County,III,30,57095,0,0
2021 - 2022,011 Anderson County,III,31,57095,0,0
2021 - 2022,011 Anderson County,III,32,57742,0,0
2021 - 2022,011 Anderson County,III,33,57742,0,0
2021 - 2022,011 Anderson County,III,34,57742,0,0
2021 - 2022,011 Anderson County,III,35,57742,0,0
2021 - 2022,011 Anderson County,III,36,57742,0,0
2021 - 2022,011 Anderson County,III,37,57742,0,0
2021 - 2022,011 Anderson County,III,38,57742,0,0
2021 - 2022,011 Anderson County,III,39,57742,0,0
2021 - 2022,011 Anderson County,III,40,57742,0,0
2021 - 2022,011 Anderson County,IV,0,37659,0,0
2021 - 2022,011 Anderson County,IV,1,37659,0,0
2021 - 2022,011 Anderson County,IV,2,37659,0,0
2021 - 2022,011 Anderson County,IV,3,37659,0,0
2021 - 2022,011 Anderson County,IV,4,37659,0,0
2021 - 2022,011 Anderson County,IV,5,37659,0,0
2021 - 2022,011 Anderson County,IV,6,37659,0,0
2021 - 2022,011 Anderson County,IV,7,37659,0,0
2021 - 2022,011 Anderson County,IV,8,37659,0,0
2021 - 2022,011 Anderson County,IV,9,37659,0,0
2021 - 2022,011 Anderson County,IV,10,37659,0,0
2021 - 2022,011 Anderson County,IV,11,37659,0,0
2021 - 2022,011 Anderson County,IV,12,37659,0,0
2021 - 2022,011 Anderson County,IV,13,37659,0,0
2021 - 2022,011 Anderson County,IV,14,37659,0,0
2021 - 2022,011 Anderson County,IV,15,37659,0,0
2021 - 2022,011 Anderson County,IV,16,37659,0,0
2021 - 2022,011 Anderson County,IV,17,37659,0,0
2021 - 2022,011 Anderson County,IV,18,37659,0,0
2021 - 2022,011 Anderson County,IV,19,37659,0,0
2021 - 2022,011 Anderson County,IV,20,37659,0,0
2021 - 2022,011 Anderson County,IV,21,37659,0,0
2021 - 2022,011 Anderson County,IV,22,37659,0,0
2021 - 2022,011 Anderson County,IV,23,37659,0,0
2021 - 2022,011 Anderson County,IV,24,37659,0,0
2021 - 2022,011 Anderson County,IV,25,37659,0,0
2021 - 2022,011 Anderson County,IV,26,37659,0,0
2021 - 2022,011 Anderson County,IV,27,37659,0,0
2021 - 2022,011 Anderson County,IV,28,37659,0,0
2021 - 2022,011 Anderson County,IV,29,37659,0,0
2021 - 2022,011 Anderson County,IV,30,37659,0,0
2021 - 2022,011 Anderson County,IV,31,37659,0,0
2021 - 2022,011 Anderson County,IV,32,37659,0,0
2021 - 2022,011 Anderson County,IV,33,37659,0,0
2021 - 2022,011 Anderson County,IV,34,37659,0,0
2021 - 2022,011 Anderson County,IV,35,37659,0,0
2021 - 2022,011 Anderson County,IV,36,37659,0,0
2021 - 2022,011 Anderson County,IV,37,37659,0,0
2021 - 2022,011 Anderson County,IV,38,37659,0,0
2021 - 2022,011 Anderson County,IV,39,37659,0,0
2021 - 2022,011 Anderson County,IV,40,37659,0,0
2021 - 2022,011 Anderson County,V,0,28831,0,0
2021 - 2022,011 Anderson County,V,1,28831,0,0
2021 - 2022,011 Anderson County,V,2,28831,0,0
2021 - 2022,011 Anderson County,V,3,28831,0,0
2021 - 2022,011 Anderson County,V,4,28831,0,0
2021 - 2022,011 Anderson County,V,5,28831,0,0
2021 - 2022,011 Anderson County,V,6,28831,0,0
2021 - 2022,011 Anderson County,V,7,28831,0,0
2021 - 2022,011 Anderson County,V,8,28831,0,0
2021 - 2022,011 Anderson County,V,9,28831,0,0
2021 - 2022,011 Anderson County,V,10,28831,0,0
2021 - 2022,011 Anderson County,V,11,28831,0,0
2021 - 2022,011 Anderson County,V,12,28831,0,0
2021 - 2022,011 Anderson County,V,13,28831,0,0
2021 - 2022,011 Anderson County,V,14,28831,0,0
2021 - 2022,011 Anderson County,V,15,28831,0,0
2021 - 2022,011 Anderson County,V,16,28831,0,0
2021 - 2022,011 Anderson County,V,17,28831,0,0
2021 - 2022,011 Anderson County,V,18,28831,0,0
2021 - 2022,011 Anderson County,V,19,28831,0,0
2021 - 2022,011 Anderson County,V,20,28831,0,0
2021 - 2022,011 Anderson County,V,21,28831,0,0
2021 - 2022,011 Anderson County,V,22,28831,0,0
2021 - 2022,011 Anderson County,V,23,28831,0,0
2021 - 2022,011 Anderson County,V,24,28831,0,0
2021 - 2022,011 Anderson County,V,25,28831,0,0
2021 - 2022,011 Anderson County,V,26,28831,0,0
2021 - 2022,011 Anderson County,V,27,28831,0,0
2021 - 2022,011 Anderson County,V,28,28831,0,0
2021 - 2022,011 Anderson County,V,29,28831,0,0
2021 - 2022,011 Anderson County,V,30,28831,0,0
2021 - 2022,011 Anderson County,V,31,28831,0,0
2021 - 2022,011 Anderson County,V,32,28831,0,0
2021 - 2022,011 Anderson County,V,33,28831,0,0
2021 - 2022,011 Anderson County,V,34,28831,0,0
2021 - 2022,011 Anderson County,V,35,28831,0,0
2021 - 2022,011 Anderson County,V,36,28831,0,0
2021 - 2022,011 Anderson County,V,37,28831,0,0
2021 - 2022,011 Anderson County,V,38,28831,0,0
2021 - 2022,011 Anderson County,V,39,28831,0,0
2021 - 2022,011 Anderson County,V,40,28831,0,0
2021 - 2022,012 Ashland Independent,I,0,45481,0,0
2021 - 2022,012 Ashland Independent,I,1,45847,0,0
2021 - 2022,012 Ashland Independent,I,2,46198,0,0
2021 - 2022,012 Ashland Independent,I,3,46621,0,0
2021 - 2022,012 Ashland Independent,I,4,47552,0,0
2021 - 2022,012 Ashland Independent,I,5,48754,0,0
2021 - 2022,012 Ashland Independent,I,6,49915,0,0
2021 - 2022,012 Ashland Independent,I,7,50496,0,0
2021 - 2022,012 Ashland Independent,I,8,50884,0,0
2021 - 2022,012 Ashland Independent,I,9,51472,0,0
2021 - 2022,012 Ashland Independent,I,10,54110,0,0
2021 - 2022,012 Ashland Independent,I,11,55257,0,0
2021 - 2022,012 Ashland Independent,I,12,56422,0,0
2021 - 2022,012 Ashland Independent,I,13,57018,0,0
2021 - 2022,012 Ashland Independent,I,14,57420,0,0
2021 - 2022,012 Ashland Independent,I,15,57817,0,0
2021 - 2022,012 Ashland Independent,I,16,58211,0,0
2021 - 2022,012 Ashland Independent,I,17,58941,0,0
2021 - 2022,012 Ashland Independent,I,18,59336,0,0
2021 - 2022,012 Ashland Independent,I,19,59735,0,0
2021 - 2022,012 Ashland Independent,I,20,60131,0,0
2021 - 2022,012 Ashland Independent,I,21,61257,0,0
2021 - 2022,012 Ashland Independent,I,22,61985,0,0
2021 - 2022,012 Ashland Independent,I,23,62368,0,0
2021 - 2022,012 Ashland Independent,I,24,62760,0,0
2021 - 2022,012 Ashland Independent,I,25,63590,0,0
2021 - 2022,012 Ashland Independent,I,26,64120,0,0
2021 - 2022,012 Ashland Independent,I,27,64881,0,0
2021 - 2022,012 Ashland Independent,I,28,66513,0,0
2021 - 2022,012 Ashland Independent,I,29,66905,0,0
2021 - 2022,012 Ashland Independent,I,30,67304,0,0
2021 - 2022,012 Ashland Independent,I,31,67952,0,0
2021 - 2022,012 Ashland Independent,I,32,69140,0,0
2021 - 2022,012 Ashland Independent,I,33,69140,0,0
2021 - 2022,012 Ashland Independent,I,34,69140,0,0
2021 - 2022,012 Ashland Independent,I,35,69140,0,0
2021 - 2022,012 Ashland Independent,I,36,69140,0,0
2021 - 2022,012 Ashland Independent,I,37,69140,0,0
2021 - 2022,012 Ashland Independent,I,38,69140,0,0
2021 - 2022,012 Ashland Independent,I,39,69140,0,0
2021 - 2022,012 Ashland Independent,I,40,69140,0,0
2021 - 2022,012 Ashland Independent,II,0,40841,0,0
2021 - 2022,012 Ashland Independent,II,1,41199,0,0
2021 - 2022,012 Ashland Independent,II,2,41582,0,0
2021 - 2022,012 Ashland Independent,II,3,42104,0,0
2021 - 2022,012 Ashland Independent,II,4,43143,0,0
2021 - 2022,012 Ashland Independent,II,5,44445,0,0
2021 - 2022,012 Ashland Independent,II,6,45483,0,0
2021 - 2022,012 Ashland Independent,II,7,45866,0,0
2021 - 2022,012 Ashland Independent,II,8,46251,0,0
2021 - 2022,012 Ashland Independent,II,9,46899,0,0
2021 - 2022,012 Ashland Independent,II,10,49570,0,0
2021 - 2022,012 Ashland Independent,II,11,50758,0,0
2021 - 2022,012 Ashland Independent,II,12,51614,0,0
2021 - 2022,012 Ashland Independent,II,13,52240,0,0
2021 - 2022,012 Ashland Independent,II,14,52640,0,0
2021 - 2022,012 Ashland Independent,II,15,53041,0,0
2021 - 2022,012 Ashland Independent,II,16,53435,0,0
2021 - 2022,012 Ashland Independent,II,17,54165,0,0
2021 - 2022,012 Ashland Independent,II,18,54561,0,0
2021 - 2022,012 Ashland Independent,II,19,54956,0,0
2021 - 2022,012 Ashland Independent,II,20,55355,0,0
2021 - 2022,012 Ashland Independent,II,21,56401,0,0
2021 - 2022,012 Ashland Independent,II,22,57024,0,0
2021 - 2022,012 Ashland Independent,II,23,57408,0,0
2021 - 2022,012 Ashland Independent,II,24,57799,0,0
2021 - 2022,012 Ashland Independent,II,25,58567,0,0
2021 - 2022,012 Ashland Independent,II,26,59214,0,0
2021 - 2022,012 Ashland Independent,II,27,59972,0,0
2021 - 2022,012 Ashland Independent,II,28,61549,0,0
2021 - 2022,012 Ashland Independent,II,29,61939,0,0
2021 - 2022,012 Ashland Independent,II,30,62320,0,0
2021 - 2022,012 Ashland Independent,II,31,62950,0,0
2021 - 2022,012 Ashland Independent,II,32,64177,0,0
2021 - 2022,012 Ashland Independent,II,33,64177,0,0
2021 - 2022,012 Ashland Independent,II,34,64177,0,0
2021 - 2022,012 Ashland Independent,II,35,64177,0,0
2021 - 2022,012 Ashland Independent,II,36,64177,0,0
2021 - 2022,012 Ashland Independent,II,37,64177,0,0
2021 - 2022,012 Ashland Independent,II,38,64177,0,0
2021 - 2022,012 Ashland Independent,II,39,64177,0,0
2021 - 2022,012 Ashland Independent,II,40,64177,0,0
2021 - 2022,012 Ashland Independent,III,0,36288,0,0
