Fiscal Year,District,Rank,Years,I,II,III
2022 - 2023,072 Burgin Independent,II,8,47661,0,0
2022 - 2023,072 Burgin Independent,II,9,47661,0,0
2022 - 2023,072 Burgin Independent,II,10,53715,0,0
2022 - 2023,072 Burgin Independent,II,11,53715,0,0
2022 - 2023,072 Burgin Independent,II,12,53715,0,0
2022 - 2023,072 Burgin Independent,II,13,53715,0,0
2022 - 2023,072 Burgin Independent,II,14,53715,0,0
2022 - 2023,072 Burgin Independent,II,15,55752,0,0
2022 - 2023,072 Burgin Independent,II,16,55752,0,0
2022 - 2023,072 Burgin Independent,II,17,55752,0,0
2022 - 2023,072 Burgin Independent,II,18,55752,0,0
2022 - 2023,072 Burgin Independent,II,19,55752,0,0
2022 - 2023,072 Burgin Independent,II,20,57463,0,0
2022 - 2023,072 Burgin Independent,II,21,57700,0,0
2022 - 2023,072 Burgin Independent,II,22,57942,0,0
2022 - 2023,072 Burgin Independent,II,23,58177,0,0
2022 - 2023,072 Burgin Independent,II,24,58415,0,0
2022 - 2023,072 Burgin Independent,II,25,58661,0,0
2022 - 2023,072 Burgin Independent,II,26,58894,0,0
2022 - 2023,072 Burgin Independent,II,27,59134,0,0
2022 - 2023,072 Burgin Independent,II,28,59134,0,0
2022 - 2023,072 Burgin Independent,II,29,59134,0,0
2022 - 2023,072 Burgin Independent,II,30,59134,0,0
2022 - 2023,072 Burgin Independent,II,31,59134,0,0
2022 - 2023,072 Burgin Independent,II,32,59134,0,0
2022 - 2023,072 Burgin Independent,II,33,59134,0,0
2022 - 2023,072 Burgin Independent,II,34,59134,0,0
2022 - 2023,072 Burgin Independent,II,35,59134,0,0
2022 - 2023,072 Burgin Independent,II,36,59134,0,0
2022 - 2023,072 Burgin Independent,II,37,59134,0,0
2022 - 2023,072 Burgin Independent,II,38,59134,0,0
2022 - 2023,072 Burgin Independent,II,39,59134,0,0
2022 - 2023,072 Burgin Independent,II,40,59134,0,0
2022 - 2023,072 Burgin Independent,III,0,38401,0,0
2022 - 2023,072 Burgin Independent,III,1,38401,0,0
2022 - 2023,072 Burgin Independent,III,2,38401,0,0
2022 - 2023,072 Burgin Independent,III,3,38401,0,0
2022 - 2023,072 Burgin Independent,III,4,43225,0,0
2022 - 2023,072 Burgin Independent,III,5,43225,0,0
2022 - 2023,072 Burgin Independent,III,6,43225,0,0
2022 - 2023,072 Burgin Independent,III,7,43225,0,0
2022 - 2023,072 Burgin Independent,III,8,43225,0,0
2022 - 2023,072 Burgin Independent,III,9,43225,0,0
2022 - 2023,072 Burgin Independent,III,10,49845,0,0
2022 - 2023,072 Burgin Independent,III,11,49845,0,0
2022 - 2023,072 Burgin Independent,III,12,49845,0,0
2022 - 2023,072 Burgin Independent,III,13,49845,0,0
2022 - 2023,072 Burgin Independent,III,14,49845,0,0
2022 - 2023,072 Burgin Independent,III,15,52080,0,0
2022 - 2023,072 Burgin Independent,III,16,52080,0,0
2022 - 2023,072 Burgin Independent,III,17,52080,0,0
2022 - 2023,072 Burgin Independent,III,18,52080,0,0
2022 - 2023,072 Burgin Independent,III,19,52080,0,0
2022 - 2023,072 Burgin Independent,III,20,52349,0,0
2022 - 2023,072 Burgin Independent,III,21,52563,0,0
2022 - 2023,072 Burgin Independent,III,22,52782,0,0
2022 - 2023,072 Burgin Independent,III,23,52999,0,0
2022 - 2023,072 Burgin Independent,III,24,53211,0,0
2022 - 2023,072 Burgin Independent,III,25,53426,0,0
2022 - 2023,072 Burgin Independent,III,26,53645,0,0
2022 - 2023,072 Burgin Independent,III,27,53859,0,0
2022 - 2023,072 Burgin Independent,III,28,53859,0,0
2022 - 2023,072 Burgin Independent,III,29,53859,0,0
2022 - 2023,072 Burgin Independent,III,30,53859,0,0
2022 - 2023,072 Burgin Independent,III,31,53859,0,0
2022 - 2023,072 Burgin Independent,III,32,53859,0,0
2022 - 2023,072 Burgin Independent,III,33,53859,0,0
2022 - 2023,072 Burgin Independent,III,34,53859,0,0
2022 - 2023,072 Burgin Independent,III,35,53859,0,0
2022 - 2023,072 Burgin Independent,III,36,53859,0,0
2022 - 2023,072 Burgin Independent,III,37,53859,0,0
2022 - 2023,072 Burgin Independent,III,38,53859,0,0
2022 - 2023,072 Burgin Independent,III,39,53859,0,0
2022 - 2023,072 Burgin Independent,III,40,53859,0,0
2022 - 2023,072 Burgin Independent,IV,0,33865,0,0
2022 - 2023,072 Burgin Independent,IV,1,33865,0,0
2022 - 2023,072 Burgin Independent,IV,2,33865,0,0
2022 - 2023,072 Burgin Independent,IV,3,33865,0,0
2022 - 2023,072 Burgin Independent,IV,4,33865,0,0
2022 - 2023,072 Burgin Independent,IV,5,33865,0,0
2022 - 2023,072 Burgin Independent,IV,6,33865,0,0
2022 - 2023,072 Burgin Independent,IV,7,33865,0,0
2022 - 2023,072 Burgin Independent,IV,8,33865,0,0
2022 - 2023,072 Burgin Independent,IV,9,33865,0,0
2022 - 2023,072 Burgin Independent,IV,10,33865,0,0
2022 - 2023,072 Burgin Independent,IV,11,33865,0,0
2022 - 2023,072 Burgin Independent,IV,12,33865,0,0
2022 - 2023,072 Burgin Independent,IV,13,33865,0,0
2022 - 2023,072 Burgin Independent,IV,14,33865,0,0
2022 - 2023,072 Burgin Independent,IV,15,33865,0,0
2022 - 2023,072 Burgin Independent,IV,16,33865,0,0
2022 - 2023,072 Burgin Independent,IV,17,33865,0,0
2022 - 2023,072 Burgin Independent,IV,18,33865,0,0
2022 - 2023,072 Burgin Independent,IV,19,33865,0,0
2022 - 2023,072 Burgin Independent,IV,20,33865,0,0
2022 - 2023,072 Burgin Independent,IV,21,33865,0,0
2022 - 2023,072 Burgin Independent,IV,22,33865,0,0
2022 - 2023,072 Burgin Independent,IV,23,33865,0,0
2022 - 2023,072 Burgin Independent,IV,24,33865,0,0
2022 - 2023,072 Burgin Independent,IV,25,33865,0,0
2022 - 2023,072 Burgin Independent,IV,26,33865,0,0
2022 - 2023,072 Burgin Independent,IV,27,33865,0,0
2022 - 2023,072 Burgin Independent,IV,28,33865,0,0
2022 - 2023,072 Burgin Independent,IV,29,33865,0,0
2022 - 2023,072 Burgin Independent,IV,30,33865,0,0
2022 - 2023,072 Burgin Independent,IV,31,33865,0,0
2022 - 2023,072 Burgin Independent,IV,32,33865,0,0
2022 - 2023,072 Burgin Independent,IV,33,33865,0,0
2022 - 2023,072 Burgin Independent,IV,34,33865,0,0
2022 - 2023,072 Burgin Independent,IV,35,33865,0,0
2022 - 2023,072 Burgin Independent,IV,36,33865,0,0
2022 - 2023,072 Burgin Independent,IV,37,33865,0,0
2022 - 2023,072 Burgin Independent,IV,38,33865,0,0
2022 - 2023,072 Burgin Independent,IV,39,33865,0,0
2022 - 2023,072 Burgin Independent,IV,40,33865,0,0
2022 - 2023,072 Burgin Independent,V,0,31630,0,0
2022 - 2023,072 Burgin Independent,V,1,31630,0,0
2022 - 2023,072 Burgin Independent,V,2,31630,0,0
2022 - 2023,072 Burgin Independent,V,3,31630,0,0
2022 - 2023,072 Burgin Independent,V,4,31630,0,0
2022 - 2023,072 Burgin Independent,V,5,31630,0,0
2022 - 2023,072 Burgin Independent,V,6,31630,0,0
2022 - 2023,072 Burgin Independent,V,7,31630,0,0
2022 - 2023,072 Burgin Independent,V,8,31630,0,0
2022 - 2023,072 Burgin Independent,V,9,31630,0,0
2022 - 2023,072 Burgin Independent,V,10,31630,0,0
2022 - 2023,072 Burgin Independent,V,11,31630,0,0
2022 - 2023,072 Burgin Independent,V,12,31630,0,0
2022 - 2023,072 Burgin Independent,V,13,31630,0,0
2022 - 2023,072 Burgin Independent,V,14,31630,0,0
2022 - 2023,072 Burgin Independent,V,15,31630,0,0
2022 - 2023,072 Burgin Independent,V,16,31630,0,0
2022 - 2023,072 Burgin Independent,V,17,31630,0,0
2022 - 2023,072 Burgin Independent,V,18,31630,0,0
2022 - 2023,072 Burgin Independent,V,19,31630,0,0
2022 - 2023,072 Burgin Independent,V,20,31630,0,0
2022 - 2023,072 Burgin Independent,V,21,31630,0,0
2022 - 2023,072 Burgin Independent,V,22,31630,0,0
2022 - 2023,072 Burgin Independent,V,23,31630,0,0
2022 - 2023,072 Burgin Independent,V,24,31630,0,0
2022 - 2023,072 Burgin Independent,V,25,31630,0,0
2022 - 2023,072 Burgin Independent,V,26,31630,0,0
2022 - 2023,072 Burgin Independent,V,27,31630,0,0
2022 - 2023,072 Burgin Independent,V,28,31630,0,0
2022 - 2023,072 Burgin Independent,V,29,31630,0,0
2022 - 2023,072 Burgin Independent,V,30,31630,0,0
2022 - 2023,072 Burgin Independent,V,31,31630,0,0
2022 - 2023,072 Burgin Independent,V,32,31630,0,0
2022 - 2023,072 Burgin Independent,V,33,31630,0,0
2022 - 2023,072 Burgin Independent,V,34,31630,0,0
2022 - 2023,072 Burgin Independent,V,35,31630,0,0
2022 - 2023,072 Burgin Independent,V,36,31630,0,0
2022 - 2023,072 Burgin Independent,V,37,31630,0,0
2022 - 2023,072 Burgin Independent,V,38,31630,0,0
2022 - 2023,072 Burgin Independent,V,39,31630,0,0
2022 - 2023,072 Burgin Independent,V,40,31630,0,0
2022 - 2023,075 Butler County,I,0,46638,0,0
2022 - 2023,075 Butler County,I,1,47498,0,0
2022 - 2023,075 Butler County,I,2,47882,0,0
2022 - 2023,075 Butler County,I,3,48262,0,0
2022 - 2023,075 Butler County,I,4,50821,0,0
2022 - 2023,075 Butler County,I,5,51393,0,0
2022 - 2023,075 Butler County,I,6,51763,0,0
2022 - 2023,075 Butler County,I,7,52263,0,0
2022 - 2023,075 Butler County,I,8,52549,0,0
2022 - 2023,075 Butler County,I,9,52918,0,0
2022 - 2023,075 Butler County,I,10,57129,0,0
2022 - 2023,075 Butler County,I,11,57709,0,0
2022 - 2023,075 Butler County,I,12,58096,0,0
2022 - 2023,075 Butler County,I,13,58411,0,0
2022 - 2023,075 Butler County,I,14,58668,0,0
2022 - 2023,075 Butler County,I,15,60183,0,0
2022 - 2023,075 Butler County,I,16,60330,0,0
2022 - 2023,075 Butler County,I,17,60556,0,0
2022 - 2023,075 Butler County,I,18,60712,0,0
2022 - 2023,075 Butler County,I,19,60905,0,0
2022 - 2023,075 Butler County,I,20,62006,0,0
2022 - 2023,075 Butler County,I,21,62192,0,0
2022 - 2023,075 Butler County,I,22,62390,0,0
2022 - 2023,075 Butler County,I,23,62596,0,0
2022 - 2023,075 Butler County,I,24,62807,0,0
2022 - 2023,075 Butler County,I,25,63076,0,0
2022 - 2023,075 Butler County,I,26,63373,0,0
2022 - 2023,075 Butler County,I,27,63666,0,0
2022 - 2023,075 Butler County,I,28,63666,0,0
2022 - 2023,075 Butler County,I,29,63666,0,0
2022 - 2023,075 Butler County,I,30,63666,0,0
2022 - 2023,075 Butler County,I,31,63666,0,0
2022 - 2023,075 Butler County,I,32,63666,0,0
2022 - 2023,075 Butler County,I,33,63666,0,0
2022 - 2023,075 Butler County,I,34,63666,0,0
2022 - 2023,075 Butler County,I,35,63666,0,0
2022 - 2023,075 Butler County,I,36,63666,0,0
2022 - 2023,075 Butler County,I,37,63666,0,0
2022 - 2023,075 Butler County,I,38,63666,0,0
2022 - 2023,075 Butler County,I,39,63666,0,0
2022 - 2023,075 Butler County,I,40,63666,0,0
2022 - 2023,075 Butler County,II,0,42527,0,0
2022 - 2023,075 Butler County,II,1,42953,0,0
2022 - 2023,075 Butler County,II,2,43351,0,0
2022 - 2023,075 Butler County,II,3,43886,0,0
2022 - 2023,075 Butler County,II,4,47181,0,0
2022 - 2023,075 Butler County,II,5,47854,0,0
2022 - 2023,075 Butler County,II,6,48045,0,0
2022 - 2023,075 Butler County,II,7,48423,0,0
2022 - 2023,075 Butler County,II,8,48900,0,0
2022 - 2023,075 Butler County,II,9,49280,0,0
2022 - 2023,075 Butler County,II,10,52734,0,0
2022 - 2023,075 Butler County,II,11,53307,0,0
2022 - 2023,075 Butler County,II,12,53747,0,0
2022 - 2023,075 Butler County,II,13,54266,0,0
2022 - 2023,075 Butler County,II,14,54569,0,0
2022 - 2023,075 Butler County,II,15,55334,0,0
2022 - 2023,075 Butler County,II,16,55525,0,0
2022 - 2023,075 Butler County,II,17,55711,0,0
2022 - 2023,075 Butler County,II,18,55907,0,0
2022 - 2023,075 Butler County,II,19,56234,0,0
2022 - 2023,075 Butler County,II,20,57153,0,0
2022 - 2023,075 Butler County,II,21,57339,0,0
2022 - 2023,075 Butler County,II,22,57536,0,0
2022 - 2023,075 Butler County,II,23,57741,0,0
2022 - 2023,075 Butler County,II,24,57951,0,0
2022 - 2023,075 Butler County,II,25,58225,0,0
2022 - 2023,075 Butler County,II,26,58514,0,0
2022 - 2023,075 Butler County,II,27,58802,0,0
2022 - 2023,075 Butler County,II,28,58802,0,0
2022 - 2023,075 Butler County,II,29,58802,0,0
2022 - 2023,075 Butler County,II,30,58802,0,0
2022 - 2023,075 Butler County,II,31,58802,0,0
2022 - 2023,075 Butler County,II,32,58802,0,0
2022 - 2023,075 Butler County,II,33,58802,0,0
2022 - 2023,075 Butler County,II,34,58802,0,0
2022 - 2023,075 Butler County,II,35,58802,0,0
2022 - 2023,075 Butler County,II,36,58802,0,0
2022 - 2023,075 Butler County,II,37,58802,0,0
2022 - 2023,075 Butler County,II,38,58802,0,0
2022 - 2023,075 Butler County,II,39,58802,0,0
2022 - 2023,075 Butler County,II,40,58802,0,0
2022 - 2023,075 Butler County,III,0,38447,0,0
2022 - 2023,075 Butler County,III,1,39388,0,0
2022 - 2023,075 Butler County,III,2,39968,0,0
2022 - 2023,075 Butler County,III,3,40520,0,0
2022 - 2023,075 Butler County,III,4,43106,0,0
2022 - 2023,075 Butler County,III,5,43287,0,0
2022 - 2023,075 Butler County,III,6,43666,0,0
2022 - 2023,075 Butler County,III,7,43853,0,0
2022 - 2023,075 Butler County,III,8,44045,0,0
2022 - 2023,075 Butler County,III,9,44231,0,0
2022 - 2023,075 Butler County,III,10,48077,0,0
2022 - 2023,075 Butler County,III,11,48639,0,0
2022 - 2023,075 Butler County,III,12,49227,0,0
2022 - 2023,075 Butler County,III,13,49750,0,0
2022 - 2023,075 Butler County,III,14,49990,0,0
2022 - 2023,075 Butler County,III,15,50972,0,0
2022 - 2023,075 Butler County,III,16,51167,0,0
2022 - 2023,075 Butler County,III,17,51358,0,0
2022 - 2023,075 Butler County,III,18,51542,0,0
2022 - 2023,075 Butler County,III,19,51732,0,0
2022 - 2023,075 Butler County,III,20,52248,0,0
2022 - 2023,075 Butler County,III,21,52434,0,0
2022 - 2023,075 Butler County,III,22,52631,0,0
2022 - 2023,075 Butler County,III,23,52837,0,0
2022 - 2023,075 Butler County,III,24,53048,0,0
2022 - 2023,075 Butler County,III,25,53319,0,0
2022 - 2023,075 Butler County,III,26,53603,0,0
2022 - 2023,075 Butler County,III,27,53884,0,0
2022 - 2023,075 Butler County,III,28,53884,0,0
2022 - 2023,075 Butler County,III,29,53884,0,0
2022 - 2023,075 Butler County,III,30,53884,0,0
2022 - 2023,075 Butler County,III,31,53884,0,0
2022 - 2023,075 Butler County,III,32,53884,0,0
2022 - 2023,075 Butler County,III,33,53884,0,0
2022 - 2023,075 Butler County,III,34,53884,0,0
2022 - 2023,075 Butler County,III,35,53884,0,0
2022 - 2023,075 Butler County,III,36,53884,0,0
2022 - 2023,075 Butler County,III,37,53884,0,0
2022 - 2023,075 Butler County,III,38,53884,0,0
2022 - 2023,075 Butler County,III,39,53884,0,0
2022 - 2023,075 Butler County,III,40,53884,0,0
2022 - 2023,075 Butler County,IV,0,33290,0,0
2022 - 2023,075 Butler County,IV,1,33290,0,0
2022 - 2023,075 Butler County,IV,2,33290,0,0
2022 - 2023,075 Butler County,IV,3,33290,0,0
2022 - 2023,075 Butler County,IV,4,33290,0,0
2022 - 2023,075 Butler County,IV,5,33290,0,0
2022 - 2023,075 Butler County,IV,6,33290,0,0
2022 - 2023,075 Butler County,IV,7,33290,0,0
2022 - 2023,075 Butler County,IV,8,33290,0,0
2022 - 2023,075 Butler County,IV,9,33290,0,0
2022 - 2023,075 Butler County,IV,10,33290,0,0
2022 - 2023,075 Butler County,IV,11,33290,0,0
2022 - 2023,075 Butler County,IV,12,33290,0,0
2022 - 2023,075 Butler County,IV,13,33290,0,0
2022 - 2023,075 Butler County,IV,14,33290,0,0
2022 - 2023,075 Butler County,IV,15,33290,0,0
2022 - 2023,075 Butler County,IV,16,33290,0,0
2022 - 2023,075 Butler County,IV,17,33290,0,0
2022 - 2023,075 Butler County,IV,18,33290,0,0
2022 - 2023,075 Butler County,IV,19,33290,0,0
2022 - 2023,075 Butler County,IV,20,33290,0,0
2022 - 2023,075 Butler County,IV,21,33290,0,0
2022 - 2023,075 Butler County,IV,22,33290,0,0
2022 - 2023,075 Butler County,IV,23,33290,0,0
2022 - 2023,075 Butler County,IV,24,33290,0,0
2022 - 2023,075 Butler County,IV,25,33290,0,0
2022 - 2023,075 Butler County,IV,26,33290,0,0
2022 - 2023,075 Butler County,IV,27,33290,0,0
2022 - 2023,075 Butler County,IV,28,33290,0,0
2022 - 2023,075 Butler County,IV,29,33290,0,0
2022 - 2023,075 Butler County,IV,30,33290,0,0
2022 - 2023,075 Butler County,IV,31,33290,0,0
2022 - 2023,075 Butler County,IV,32,33290,0,0
2022 - 2023,075 Butler County,IV,33,33290,0,0
2022 - 2023,075 Butler County,IV,34,33290,0,0
2022 - 2023,075 Butler County,IV,35,33290,0,0
2022 - 2023,075 Butler County,IV,36,33290,0,0
2022 - 2023,075 Butler County,IV,37,33290,0,0
2022 - 2023,075 Butler County,IV,38,33290,0,0
2022 - 2023,075 Butler County,IV,39,33290,0,0
2022 - 2023,075 Butler County,IV,40,33290,0,0
2022 - 2023,075 Butler County,V,0,31104,0,0
2022 - 2023,075 Butler County,V,1,31104,0,0
2022 - 2023,075 Butler County,V,2,31104,0,0
2022 - 2023,075 Butler County,V,3,31104,0,0
2022 - 2023,075 Butler County,V,4,31104,0,0
2022 - 2023,075 Butler County,V,5,31104,0,0
2022 - 2023,075 Butler County,V,6,31104,0,0
2022 - 2023,075 Butler County,V,7,31104,0,0
2022 - 2023,075 Butler County,V,8,31104,0,0
2022 - 2023,075 Butler County,V,9,31104,0,0
2022 - 2023,075 Butler County,V,10,31104,0,0
2022 - 2023,075 Butler County,V,11,31104,0,0
2022 - 2023,075 Butler County,V,12,31104,0,0
2022 - 2023,075 Butler County,V,13,31104,0,0
2022 - 2023,075 Butler County,V,14,31104,0,0
2022 - 2023,075 Butler County,V,15,31104,0,0
2022 - 2023,075 Butler County,V,16,31104,0,0
2022 - 2023,075 Butler County,V,17,31104,0,0
2022 - 2023,075 Butler County,V,18,31104,0,0
2022 - 2023,075 Butler County,V,19,31104,0,0
2022 - 2023,075 Butler County,V,20,31104,0,0
2022 - 2023,075 Butler County,V,21,31104,0,0
2022 - 2023,075 Butler County,V,22,31104,0,0
2022 - 2023,075 Butler County,V,23,31104,0,0
2022 - 2023,075 Butler County,V,24,31104,0,0
2022 - 2023,075 Butler County,V,25,31104,0,0
2022 - 2023,075 Butler County,V,26,31104,0,0
2022 - 2023,075 Butler County,V,27,31104,0,0
2022 - 2023,075 Butler County,V,28,31104,0,0
2022 - 2023,075 Butler County,V,29,31104,0,0
2022 - 2023,075 Butler County,V,30,31104,0,0
2022 - 2023,075 Butler County,V,31,31104,0,0
2022 - 2023,075 Butler County,V,32,31104,0,0
2022 - 2023,075 Butler County,V,33,31104,0,0
2022 - 2023,075 Butler County,V,34,31104,0,0
2022 - 2023,075 Butler County,V,35,31104,0,0
2022 - 2023,075 Butler County,V,36,31104,0,0
2022 - 2023,075 Butler County,V,37,31104,0,0
2022 - 2023,075 Butler County,V,38,31104,0,0
2022 - 2023,075 Butler County,V,39,31104,0,0
2022 - 2023,075 Butler County,V,40,31104,0,0
2022 - 2023,081 Caldwell County,I,0,45728.13,0,0
2022 - 2023,081 Caldwell County,I,1,45728.13,0,0
2022 - 2023,081 Caldwell County,I,2,45728.13,0,0
2022 - 2023,081 Caldwell County,I,3,45728.13,0,0
2022 - 2023,081 Caldwell County,I,4,50850.17,0,0
2022 - 2023,081 Caldwell County,I,5,50850.17,0,0
2022 - 2023,081 Caldwell County,I,6,50850.17,0,0
2022 - 2023,081 Caldwell County,I,7,50850.17,0,0
2022 - 2023,081 Caldwell County,I,8,50850.17,0,0
2022 - 2023,081 Caldwell County,I,9,50850.17,0,0
2022 - 2023,081 Caldwell County,I,10,56431.42,0,0
2022 - 2023,081 Caldwell County,I,11,56431.42,0,0
2022 - 2023,081 Caldwell County,I,12,56431.42,0,0
2022 - 2023,081 Caldwell County,I,13,56431.42,0,0
2022 - 2023,081 Caldwell County,I,14,56431.42,0,0
2022 - 2023,081 Caldwell County,I,15,58086.15,0,0
2022 - 2023,081 Caldwell County,I,16,58086.15,0,0
2022 - 2023,081 Caldwell County,I,17,58086.15,0,0
2022 - 2023,081 Caldwell County,I,18,58086.15,0,0
2022 - 2023,081 Caldwell County,I,19,58086.15,0,0
2022 - 2023,081 Caldwell County,I,20,59895.33,0,0
2022 - 2023,081 Caldwell County,I,21,59895.33,0,0
2022 - 2023,081 Caldwell County,I,22,59895.33,0,0
2022 - 2023,081 Caldwell County,I,23,59895.33,0,0
2022 - 2023,081 Caldwell County,I,24,59895.33,0,0
2022 - 2023,081 Caldwell County,I,25,60908.82,0,0
2022 - 2023,081 Caldwell County,I,26,60908.82,0,0
2022 - 2023,081 Caldwell County,I,27,60908.82,0,0
2022 - 2023,081 Caldwell County,I,28,60908.82,0,0
2022 - 2023,081 Caldwell County,I,29,60908.82,0,0
2022 - 2023,081 Caldwell County,I,30,60908.82,0,0
2022 - 2023,081 Caldwell County,I,31,60908.82,0,0
2022 - 2023,081 Caldwell County,I,32,60908.82,0,0
2022 - 2023,081 Caldwell County,I,33,60908.82,0,0
2022 - 2023,081 Caldwell County,I,34,60908.82,0,0
2022 - 2023,081 Caldwell County,I,35,60908.82,0,0
2022 - 2023,081 Caldwell County,I,36,60908.82,0,0
2022 - 2023,081 Caldwell County,I,37,60908.82,0,0
2022 - 2023,081 Caldwell County,I,38,60908.82,0,0
2022 - 2023,081 Caldwell County,I,39,60908.82,0,0
2022 - 2023,081 Caldwell County,I,40,60908.82,0,0
2022 - 2023,081 Caldwell County,II,0,42246.68,0,0
2022 - 2023,081 Caldwell County,II,1,42246.68,0,0
2022 - 2023,081 Caldwell County,II,2,42246.68,0,0
2022 - 2023,081 Caldwell County,II,3,42246.68,0,0
2022 - 2023,081 Caldwell County,II,4,46549.43,0,0
2022 - 2023,081 Caldwell County,II,5,46549.43,0,0
2022 - 2023,081 Caldwell County,II,6,46549.43,0,0
2022 - 2023,081 Caldwell County,II,7,46549.43,0,0
2022 - 2023,081 Caldwell County,II,8,46549.43,0,0
2022 - 2023,081 Caldwell County,II,9,46549.43,0,0
2022 - 2023,081 Caldwell County,II,10,52102.35,0,0
2022 - 2023,081 Caldwell County,II,11,52102.35,0,0
2022 - 2023,081 Caldwell County,II,12,52102.35,0,0
2022 - 2023,081 Caldwell County,II,13,52102.35,0,0
2022 - 2023,081 Caldwell County,II,14,52102.35,0,0
